"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"GSDME"	"0.88"	"0.55"	"gasdermin E"	"1.3191E-13"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"13"	"280"	"0"	"59"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-5357801"	"Disease,Immune System,Programmed Cell Death"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"A4FVA8,O60443"	"C0152013"	"ENSG00000105928"	"1687"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"TNK1"	"0.71"	"0.61"	"tyrosine kinase non receptor 1"	"6.8568E-17"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"3"	"280"	"0"	"4"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q13470"	"C0152013"	"ENSG00000174292"	"8711"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"SLK"	"0.54"	"0.66"	"STE20 like kinase"	"3.5765E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"3"	"280"	"0"	"1"	"238"	"0"	"R-HSA-162582"	"Signal Transduction"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9H2G2"	"C0152013"	"ENSG00000065613"	"9748"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"RPS6KC1"	"0.38"	"0.72"	"ribosomal protein S6 kinase C1"	"2.0571E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"11"	"280"	"0"	"24"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"F6RJM5,A0A087X1U5,Q96S38,F5H7T0"	"C0152013"	"ENSG00000136643"	"26750"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"SCYL2"	"0.63"	"0.64"	"SCY1 like pseudokinase 2"	"0.98663"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"3"	"280"	"0"	"4"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"A0A0U1RQQ9,Q6P3W7"	"C0152013"	"ENSG00000136021"	"55681"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"EIF2AK1"	"0.79"	"0.58"	"eukaryotic translation initiation factor 2 alpha kinase 1"	"2.163E-11"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"9"	"280"	"0"	"6"	"238"	"1"	"R-HSA-8953897"	"Cellular responses to stimuli"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9BQI3"	"C0152013"	"ENSG00000086232"	"27102"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"GUCY2F"	"0.33"	"0.75"	"guanylate cyclase 2F, retinal"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"4"	"280"	"0"	"3"	"238"	"0"	"R-HSA-9709957"	"Sensory Perception"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P51841"	"C0152013"	"ENSG00000101890"	"2986"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"INSRR"	"0.88"	"0.45"	"insulin receptor related receptor"	"8.8482E-35"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"5"	"280"	"0"	"32"	"238"	"1"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P14616"	"C0152013"	"ENSG00000027644"	"3645"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"IRAK2"	"0.75"	"0.62"	"interleukin 1 receptor associated kinase 2"	"3.6552E-13"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"1"	"280"	"0"	"0"	"238"	"0"	"R-HSA-1643685,R-HSA-168256"	"Disease,Immune System"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"O43187"	"C0152013"	"ENSG00000134070"	"3656"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"CAMK4"	"0.88"	"0.57"	"calcium/calmodulin dependent protein kinase IV"	"0.059558"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"7"	"280"	"0"	"13"	"238"	"0"	"R-HSA-112316,R-HSA-162582,R-HSA-1643685,R-HSA-1852241,R-HSA-74160"	"Neuronal System,Signal Transduction,Disease,Organelle biogenesis and maintenance,Gene expression (Transcription)"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q16566"	"C0152013"	"ENSG00000152495"	"814"	"protein-coding"	"0"	"0"	"0"
